ops/sec(cum)	p50(ms)	p99(ms)	skews
66884.9	1.8	10.75	0
65544.7	1.8	11.0	0.1
66125.1	1.8	10.5	0.2
66076.6	2.1	12.6	0.3
65884.1	1.9	11.5	0.4
66692.9	1.9	11.0	0.5
65556.0	1.9	11.5	0.6
65166.7	1.8	11.0	0.7
64216.3	2.0	13.1	0.8
63213.2	1.75	13.1	0.9
62480.4	1.2	9.4	0.99
55784.1	1.0	9.4	1.1
45333.1	1.0	6.8	1.2
38850.899999999994	1.0	8.9	1.3
33538.7	1.0	9.7	1.4
28329.6	1.1	10.0	1.5
