ops/sec(cum)	p50(ms)	p99(ms)	skews
44842.600000000006	1.5250000000000001	4.725	0.9
45307.59999999999	1.8	5.325	0.99
46076.3	1.75	5.35	1.1
45707.399999999994	1.975	6.15	1.2
46609.0	1.725	5.425	1.3
46690.0	1.85	5.5	1.4
44379.8	1.4500000000000002	4.525	1.5
