ops/sec(cum)	p50(ms)	p99(ms)	read_tp	read_p50	read_p99	write_tp	write_p50	write_p99
291308.2	0.28783333333333333	2.261	276762.1	0.28600000000000003	2.261	14545.1	0.2896666666666667	2.309
