ops/sec(cum)	p50(ms)	p99(ms)	read_tp	read_p50	read_p99	write_tp	write_p50	write_p99
288495.86666666664	0.19135714285714286	0.6905714285714286	275726.76666666666	0.19114285714285714	0.6905714285714286	12768.1	0.1915714285714286	0.6804285714285715
